ID_SEDE_IRCA;COD_DANE;MUNICIPIO;NOMBRE_SEDE_IRCA;CANDIDATOS_POR_CODIGO;CANDIDATOS_POR_NOMBRE;TIPO_CRUCE;ESTADO_CRUCE;ESTADO_GEORREFERENCIACION;OBSERVACION
829;276823000214;TORO;I.E TECNICO AGRICOLA TORO SEDE SALVADOR RODAS;1;1;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;
830;276823000257;TORO;I.E TECNICA AGROPECUARIA TORO SEDE SIMON BOLIVAR;1;1;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;
831;276823000354;TORO;I.E TECNICA AGRICOLA TORO SEDE JOSE EUSEBIO CARO;1;1;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;
832;;TORO;I.E TECNICA AGROPECUARIA NUESTRA SEÑORA DE FATIMA (PRIMARIA);0;1;MUNICIPIO+NOMBRE_EXACTO;CRUCE_RECUPERADO;GEORREFERENCIADA;
833;276823000061;TORO;IE AGROPECUARIA SEDE NUESTRA SEÑORA DE FATIMA;1;1;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;
834;;TORO;I.E NUESTRA SEÑORA DE LA CONSOLACIÓN SAN JUAN BOSCO;0;1;MUNICIPIO+NOMBRE_EXACTO;CRUCE_RECUPERADO;GEORREFERENCIADA;
835;;TORO;I.E NUESTRA SEÑORA DE LA CONSOLACIÓN;0;1;MUNICIPIO+NOMBRE_EXACTO;CRUCE_RECUPERADO;GEORREFERENCIADA;
836;176823000031;TORO;I.E LA CONSOLACIÓN SEDE LA INMACULADA;1;1;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;
837;176823000562;TORO;I.E FRAY JOAQUIN ESCOBAR SEDE FELIPE RIVERA;1;1;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;
838;176823000023;TORO;I.E FRAY JOAQUIN ESCOBAR SEDE LA GRAN COLOMBIA;1;1;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;
839;;TORO;I.E TECNICA AGROPECUARIA INSTITUTO AGRICOLA;0;1;MUNICIPIO+NOMBRE_EXACTO;CRUCE_RECUPERADO;GEORREFERENCIADA;
840;276823000290;TORO;I.E NUESTRA SEÑORA DE LA CONSOLACIÓN SEDE BOYACA;1;1;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;
841;;TORO;I.E FRAY JOSE JOAQUIN ESCOBAR;0;1;MUNICIPIO+NOMBRE_EXACTO;CRUCE_RECUPERADO;GEORREFERENCIADA;
842;176823000074;TORO;I.E FRAY JOAQUIN ESCOBAR SEDE ELOY HERNANDEZ;1;1;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;
843;276823000508;TORO;I.E AGROPECUARIA TORO SEDE CARLOTA RENGIFO;1;1;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;
844;276828000441;TRUJILLO;CONCENTRACION MANUEL MARIA MALLARINO FECOOP;1;0;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;
845;276828000298;TRUJILLO;ESCUELA N. 32 MARCO FIDEL SUAREZ;1;0;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;
846;276828000565;TRUJILLO;COLEGIO JORGE ROBLEDO;1;0;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;
847;276828000140;TRUJILLO;ESCUELA GRAL SANTANDER N. 12;1;0;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;
848;276828000123;TRUJILLO;INSTITUCION EDUCATIVA CRISTOBAL COLON;0;0;SIN_COINCIDENCIA;PENDIENTE;GEORREFERENCIADA;
849;276828000123;TRUJILLO;INSTITUCION EDUCATIVA CRISTOBAL COLON (PRIMARIA);0;0;SIN_COINCIDENCIA;PENDIENTE;GEORREFERENCIADA;
850;276828000310;TRUJILLO;ESCUELA JOSE MARCOS VARGAS N. 33;0;0;SIN_COINCIDENCIA;PENDIENTE;GEORREFERENCIADA;
851;276828000115;TRUJILLO;ESCUELA ANTONIO JOSE DE SUCRE N. 8;1;0;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;
852;276828000760;TRUJILLO;COLEGIO JULIAN TRUJILLO SAT;0;0;SIN_COINCIDENCIA;PENDIENTE;GEORREFERENCIADA;
853;276828000239;TRUJILLO;CENTRO EDUCATIVO CENT DOC N. 23 SIMON BOLIVAR;1;0;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;
854;276828000778;TRUJILLO;ESCUELA FEDICIO NAVARRETE N. 11;1;0;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;
855;;TRUJILLO;I.E. MANUEL MARIA MALLARINO SEDE SAN BERNARDO;0;1;MUNICIPIO+NOMBRE_EXACTO;CRUCE_RECUPERADO;GEORREFERENCIADA;
856;276828000093;TRUJILLO;ESCUELA PANTALEON DE LA TORRE N. 6;1;0;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;
857;276828000158;TRUJILLO;CENTRO EDUCATIVO CENT DOC CAMILO TORRES N. 14;1;0;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;
858;276828001146;TRUJILLO;ESCUELA RUR CRISTO REY;1;0;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;
859;276828000379;TRUJILLO;ESCUELA EDELMIRA OCAMPO N. 41;1;0;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;
860;276828000395;TRUJILLO;CENTRO EDUCATIVO CENT DOC N. 42 LEOCADIO SALAZAR;1;0;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;
861;276828000174;TRUJILLO;INSTITUCION SAN ISIDRO N. 17;1;0;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;
862;276828000468;TRUJILLO;ESCUELA N. 39 JUAN XXIII;1;0;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;
863;176828000056;TRUJILLO;ESCUELA MERCEDES ABREGO N. 6;1;0;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;
864;176828000048;TRUJILLO;CENTRO EDUCATIVO CENT DOC FRANCISCO JULIAN OLAYA N. 1;2;0;COD_DANE_DUPLICADO_COORDENADA_COMUN;VALIDAR_DUPLICADO;GEORREFERENCIADA;"Código DANE duplicado en SedesUESVALLE; se asignó coordenada común."
865;176828000064;TRUJILLO;CENTRO EDUCATIVO CENT DOC SAGRADO CORAZON DE JESUS N. 3;0;0;SIN_COINCIDENCIA;PENDIENTE;GEORREFERENCIADA;
866;176828000021;TRUJILLO;COLEGIO JULIAN TRUJILLO;2;0;COD_DANE_DUPLICADO_COORDENADA_COMUN;VALIDAR_DUPLICADO;GEORREFERENCIADA;"Código DANE duplicado en SedesUESVALLE; se asignó coordenada común."
867;176828000064;TRUJILLO;I. E.  INTEGRADA DE TRUJILLO - SEDE JULIAN TRUJILLO;0;0;SIN_COINCIDENCIA;PENDIENTE;GEORREFERENCIADA;
868;176828000081;TRUJILLO;ESCUELA ELIAS ENRIQUE QUIJANA N. 4;0;0;SIN_COINCIDENCIA;PENDIENTE;SIN_COORDENADAS;
869;276828000247;TRUJILLO;ESCUELA BELISARIO PEÑA N. 25;1;0;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;
870;276828000344;TRUJILLO;ESCUELA MARIA PEREGRINA GARCIA N. 37;1;0;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;
871;276828000905;TRUJILLO;ESCUELA N. 48 STA LUCIA;1;0;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;
872;276828000336;TRUJILLO;CENTRO EDUCATIVO CENT DOC N. 35 ANTONIA SANTOS;1;0;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;
873;276828000255;TRUJILLO;ESCUELA 27 ADRIANO MORENO;1;0;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;
874;276828000794;TRUJILLO;ESCUELA ARAUCA N. 46;0;0;SIN_COINCIDENCIA;PENDIENTE;GEORREFERENCIADA;
875;276828000221;TRUJILLO;ESCUELA CARLOS E RESTREPO N. 22;0;0;SIN_COINCIDENCIA;PENDIENTE;SIN_COORDENADAS;
876;276828001006;TRUJILLO;CENTRO EDUCATIVO CENT DOC N. 53 SANTIAGO LOPEZ;1;0;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;
877;276828000352;TRUJILLO;ESCUELA N. 37 ELOY HERNANDEZ;0;0;SIN_COINCIDENCIA;PENDIENTE;GEORREFERENCIADA;
878;276828000531;TRUJILLO;ESCUELA LA ESTRELLA DE ALTAMIRA N. 31;1;0;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;
879;276845000021;ULLOA;I.E MARIA INMACULADA SEDE ESTHER ZORRILLA;1;1;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;
880;276845000102;ULLOA;I.E MARÍA INMACULADA SEDE MARIA INMACULADA;1;1;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;
881;276845000196;ULLOA;I.E MARIA INMACULADA SEDE LASTENIA DURAN;1;1;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;
882;276845000111;ULLOA;I.E MARIA INMACULADA SEDE ALFONSO LOPEZ PUMAREJO;1;1;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;
883;276845000188;ULLOA;I.E MARIA INMACULADA SEDE SANTA TERESITA;1;1;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;
884;276845000048;ULLOA;I.E MARIA INMACULADA SEDE SANTA ELENA;1;1;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;
885;276845000170;ULLOA;I.E LA INMACULADA SEDE SANTA TERESA;1;1;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;
886;276845000099;ULLOA;I.E MARIA INMACULADA SEDE LA SAGRADA FAMILIA;1;1;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;
887;276845000129;ULLOA;I.E MARIA INMACULADA SEDE DOCE DE OCTUBRE;1;1;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;
888;276845000056;ULLOA;I.E MARIA INMACULADA SEDE POLICARPA SALAVARRIETA;1;1;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;
889;;ULLOA;I.E LEOCADIO SALAZAR SEDE PRINCIPAL;0;1;MUNICIPIO+NOMBRE_EXACTO;CRUCE_RECUPERADO;GEORREFERENCIADA;
890;176845000060;ULLOA;I.E LEOCADIO SALAZAR SEDE ANTONIO JOSÉ DE SUCRE;1;1;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;
891;176845000132;ULLOA;I.E LEOCADIO SALAZAR SEDE SANTA CECILIA;1;1;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;
892;276845000072;ULLOA;I.E MARIA INMACULADA SEDE ONCE DE NOVIEMBRE;1;1;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;
893;276863000071;VERSALLES;I.E LA INMACULADA SEDE SAN JUAN BAUTISTA DE LA SALLE;1;1;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;
894;276863000110;VERSALLES;INSTITUCION EDUCATIVA LA INMACULADA SEDE MARCO FIDEL SUAREZ;1;1;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;
895;176863000352;VERSALLES;I.E LA INMACULADA SEDE CAMILO TORRES;2;2;COD_DANE_DUPLICADO_COORDENADA_COMUN;VALIDAR_DUPLICADO;GEORREFERENCIADA;"Código DANE duplicado en SedesUESVALLE; se asignó coordenada común."
896;276863000381;VERSALLES;INSTITUCION EDUCATIVA HOLGUIN SARDI SEDE PROSPERO PINZON;1;1;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;
897;276863000802;VERSALLES;I.E LA INMACULADA SEDE GERARDO BUENO;1;1;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;
898;276863000152;VERSALLES;I.E LA INMACULADA SEDE SAN JUAN BOSCO;1;1;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;
899;276863000519;VERSALLES;IE CARLOS HOLGUIN SEDE GILBERTO ALZATE AVENDAÑO;1;1;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;
900;276863000179;VERSALLES;I.E CARLOS HOLGUIN SARDI SEDE JORGE TADEO LOZANO;1;1;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;
901;276863000292;VERSALLES;I.E CARLOS HOLGUIN SARDI SEDE MIGUEL ANTONIO CARO;1;1;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;
902;276863000322;VERSALLES;I.E CARLOS HOLGUIN SARDI SEDE JUAN EVANGELISTA GONZALEZ;1;1;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;
903;276863000128;VERSALLES;I.E LA INMACULADA SEDE SANTO TOMAS DE AQUINO;1;1;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;
904;276863800001;VERSALLES;I.E LA INMACULADA SEDE LIBARDO DE JESUS GOMEZ CARDONA;1;1;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;
905;276863000101;VERSALLES;I.E LA INMACULADA SEDE ANTONIO JOSE DE SUCRE;1;1;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;
906;276863000080;VERSALLES;I.E CARLOS HOLGUIN SARDI SEDE SAN ROQUE;1;1;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;
907;;VERSALLES;I.E CARLOS HOLGUIN SARDI SEDE PRINCIPAL BLOQUE 1;0;1;MUNICIPIO+NOMBRE_EXACTO;CRUCE_RECUPERADO;GEORREFERENCIADA;
908;276863000209;VERSALLES;I.E LA INMACULADA SEDE CRISTO REY;1;1;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;
909;;VERSALLES;I.E CARLOS HOLGUIN SARDI SEDE PRINCIPAL BLOQUE 3;0;1;MUNICIPIO+NOMBRE_EXACTO;CRUCE_RECUPERADO;GEORREFERENCIADA;
910;276863000039;VERSALLES;I.E LA INMACULADA SEDE SIMON BOLIVAR;1;1;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;
911;;VERSALLES;I.E. LA INMACULADA SEDE PREESCOLAR;0;1;MUNICIPIO+NOMBRE_EXACTO;CRUCE_RECUPERADO;GEORREFERENCIADA;
912;176863000352;VERSALLES;I.E LA INMACULADA SEDE CAMILO TORRES;2;2;COD_DANE_DUPLICADO_COORDENADA_COMUN;VALIDAR_DUPLICADO;GEORREFERENCIADA;"Código DANE duplicado en SedesUESVALLE; se asignó coordenada común."
913;176863000336;VERSALLES;I.E LA INMACULADA;1;1;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;
914;176863000433;VERSALLES;I.E LA INMACULADA SEDE MANUELA BELTRAN;1;1;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;
915;176869000460;VIJES;I.E. JORGE ROBLEDO SEDE ALVARO ORTIZ CORREA;2;2;COD_DANE_DUPLICADO_COORDENADA_COMUN;VALIDAR_DUPLICADO;GEORREFERENCIADA;"Código DANE duplicado en SedesUESVALLE; se asignó coordenada común."
916;176869000061;VIJES;I.E. JORGE ROBLEDO SEDE POLICARPA SALAVARRIETA;1;1;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;
917;176869800008;VIJES;I.E. JORGE ROBLEDO SEDE MANUEL JOSE REINA COLLAZOS;1;1;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;
918;176869000028;VIJES;I.E. JORGE ROBLEDO SEDE JORGE ROBLEDO;1;1;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;
919;176869000460;VIJES;I.E. JORGE ROBLEDO SEDE ALVARO ORTIZ CORREA;2;2;COD_DANE_DUPLICADO_COORDENADA_COMUN;VALIDAR_DUPLICADO;GEORREFERENCIADA;"Código DANE duplicado en SedesUESVALLE; se asignó coordenada común."
920;276869000090;VIJES;I.E. ANTONIO JOSE DE SUCRE SEDE ANTONIO NARIÑO;1;1;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;
921;276869000308;VIJES;I.E. ANTONIO JOSE DE SUCRE SEDE PUEBLO NUEVO;1;1;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;
922;276869000243;VIJES;I.E. ANTONIO JOSE DE SUCRE SEDE LA PEDRERA;1;1;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;
923;276869000073;VIJES;I.E. ANTONIO JOSE DE SUCRE SEDE JUAN JOSE RONDON;1;1;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;
924;276869000197;VIJES;I.E. 20 DE JULIO SEDE CAMILO TORRES;1;1;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;
925;276869000171;VIJES;I.E. 20 DE JULIO SEDE 20 DE JULIO;1;1;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;
926;276869000294;VIJES;I.E. ANTONIO JOSE DE SUCRE SEDE VICTOR HUMBERTO BARRERA;1;1;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;
927;276869000146;VIJES;I.E. ANTONIO JOSE DE SUCRE SEDE ATANASIO GIRARDOT;1;1;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;
928;276606000451;VIJES;I.E. 20 DE JULIO SEDE GUILLERMO VALENCIA;1;1;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;
929;276869000111;VIJES;I.E. ANTONIO JOSE DE SUCRE SEDE ANTONIO RICAURTE;1;1;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;
930;276869000201;VIJES;I.E. ANTONIO JOSE DE SUCRE SEDE MARIANO OSPINA PEREZ;1;1;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;
931;276869000120;VIJES;I.E. ANTONIO JOSE DE SUCRE SEDE AYACUCHO;1;1;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;
932;276869000081;VIJES;I.E. JORGE ROBLEDO  SEDE JOSE ANTONIO GALAN;1;0;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;
933;276869000154;VIJES;I.E. JORGE ROBLEDO  SEDE MANUELA BELTRAN;1;0;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;
934;276869000138;VIJES;I.E. ANTONIO JOSE DE SUCRE SEDE ANTONIO JOSE DE SUCRE PRINCIPAL;1;1;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;
935;;YOTOCO;I.E. SAN JUAN BOSCO SEDE NUESTRA SEÑORA DE FATIMA;0;1;MUNICIPIO+NOMBRE_EXACTO;CRUCE_RECUPERADO;GEORREFERENCIADA;
936;276890000253;YOTOCO;I.E. ALFONSO ZAWADZKY - SEDE ANTONIA SANTOS;1;1;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;
937;276890000172;YOTOCO;I.E. SAN JUAN BOSCO SEDE CRISTO REY;1;1;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;
938;;YOTOCO;I.E. SAN JUAN BOSCO SEDE VEINTE DE JULIO;0;1;MUNICIPIO+NOMBRE_EXACTO;CRUCE_RECUPERADO;SIN_COORDENADAS;
939;276890000369;YOTOCO;I.E. SAN JUAN BOSCO SEDE TAURINO IZQUIERDO;1;1;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;
940;276890000113;YOTOCO;I.E. SAN JUAN BOSCO SEDE CRISTOBAL COLON;1;1;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;
941;276890000261;YOTOCO;IE SAN JUAN BOSCO SEDE SAN ANTONIO DE PIEDRAS DP;1;1;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;
942;;YOTOCO;I.E SAN JUAN BOSCO SEDE GUILLERMO LEON VALENCIA;0;1;MUNICIPIO+NOMBRE_EXACTO;CRUCE_RECUPERADO;GEORREFERENCIADA;
943;276890000458;YOTOCO;I.E. SAN JUAN BOSCO SEDE CARLOS ALFONSO GIL;1;1;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;
944;276890000288;YOTOCO;I.E. SAN JUAN BOSCO SEDE NUESTRA SEÑORA DEL CARMEN;1;1;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;
945;276890000148;YOTOCO;I.E. GABRIELA MISTRAL SEDE ATANASIO GIRARDOT;1;1;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;
946;176890000305;YOTOCO;I.E. ALFONSO ZAWADZKY SEDE ALFONSO ZAWADZKY;1;1;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;
947;176890000038;YOTOCO;I.E. ALFONSO ZAWADZKY SEDE JHON F KENNEDY;1;1;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;
948;176890000798;YOTOCO;I.E. ALFONSO ZAWADZKY - SEDE JORGE ELIECER GAITAN;1;1;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;
949;176890000020;YOTOCO;I.E. ALFONSO ZAWADZKY - SEDE POLICARPA SALAVARRIETA;1;1;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;
950;276890000440;YOTOCO;I.E. GABRIELA MISTRAL SEDE  ARCELIA GIRON;1;1;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;
951;276890000075;YOTOCO;I.E. SAN JUAN DE BOSCO SEDE DIEGO RENGIFO SALAZAR;1;1;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;
952;;YOTOCO;I.E. GABRIELA MISTRAL SEDE VICENTE HERNANDO CRUZ;0;1;MUNICIPIO+NOMBRE_EXACTO;CRUCE_RECUPERADO;GEORREFERENCIADA;
953;276890000270;YOTOCO;I.E. GABRIELA MISTRAL SEDE SANTO TOMAS DE AQUINO;1;1;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;
954;276890000083;YOTOCO;I.E. GABRIELA MISTRAL SEDE JOSE MARIA CORDOBA;1;1;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;
955;276890000199;YOTOCO;I.E. GABRIELA MISTRAL SEDE MANUELA BELTRAL;1;1;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;
956;276890000121;YOTOCO;I.E. GABRIELA MISTRAL SEDE CAMILO TORRES;1;1;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;
957;276890000237;YOTOCO;.I.E SAN JUAN BOSCO SEDE SAN JUAN BOSCO;1;1;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;
958;276890000091;YOTOCO;I.E. GABRIELA MISTRAL SEDE GABRIELA MISTRAL;1;1;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;
959;276895000073;ZARZAL;ESCUELA REPUBLICA DE VENEZUELA;1;0;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;
960;176895000770;ZARZAL;CENTRO EDUCATIVO CENT DOC N. 20 DIVINO NIÑO JESUS;1;0;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;
961;;ZARZAL;I.E ESCUELA NORMAL SUPERIOR NUESTRA SEÑORA DE LAS MERCEDES - SEDE FRANCISCO DE PAULA SANTANDER;0;0;SIN_COINCIDENCIA;PENDIENTE;SIN_COORDENADAS;
962;176895000478;ZARZAL;CENTRO EDUCATIVO CENT DOC N. 19 LAS MERCEDES;0;0;SIN_COINCIDENCIA;PENDIENTE;GEORREFERENCIADA;
963;176895000265;ZARZAL;COLEGIO DPTAL OFIC SIMON BOLIVAR;2;0;COD_DANE_DUPLICADO_COORDENADA_COMUN;VALIDAR_DUPLICADO;GEORREFERENCIADA;"Código DANE duplicado en SedesUESVALLE; se asignó coordenada común."
964;176895000168;ZARZAL;INSTITUCION EDUCATIVA EFRAIN VARELA VACA;0;0;SIN_COINCIDENCIA;PENDIENTE;GEORREFERENCIADA;
965;176895000231;ZARZAL;CENTRO EDUCATIVO CENT DOC STA CECILIA N.4;1;0;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;
966;176895000109;ZARZAL;ESCUELA NORM SUP NTRA SRA DE LAS MERCEDES;0;0;SIN_COINCIDENCIA;PENDIENTE;GEORREFERENCIADA;
967;376895000426;ZARZAL;COLEGIO PABLO EMILIO CAMACHO PEREA;1;0;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;
968;176895000192;ZARZAL;CENTRO EDUCATIVO CENT DOC N.5 SAGRADO CORAZON DE JESUS;1;0;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;
969;176895000125;ZARZAL;CENTRO EDUCATIVO CENT DOC N. 17 CAMILO TORRES;1;0;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;
970;176895000222;ZARZAL;CENTRO EDUCATIVO CENT DOC N. 3 FRANCISCO JOSE DE CALDAS;1;0;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;
971;276895000138;ZARZAL;ESCUELA N. 15 NTRA SRA DE FATIMA;1;0;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;
972;176895000109;ZARZAL;I.E. ESCUELA NORMAL SUPERIOR NUESTRA SEÑORA DE LAS MERCEDES LOCAL # 2;0;0;SIN_COINCIDENCIA;PENDIENTE;SIN_COORDENADAS;
973;176895000184;ZARZAL;CENTRO EDUCATIVO CENT DOC N.6 ANEX JHON F KENNEDY;1;0;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;
974;276895000294;ZARZAL;ESCUELA REPUBLICA DE COLOMBIA;1;0;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;
975;176895000044;ZARZAL;INSTITUCION EDUCATIVA ANTONIO NARIÑO;1;0;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;
976;176895000346;ZARZAL;CENTRO EDUCATIVO CENT DOC N.2 MARIA INMACULADA;1;0;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;
977;;ZARZAL;UNIDAD DE ATENCION VALLEJUELO - MODALIDAD DESARROLLO INFANTIL EN MEDIO FAMILIAR;0;0;SIN_COINCIDENCIA;PENDIENTE;SIN_COORDENADAS;
