ID_SEDE_IRCA;COD_DANE;MUNICIPIO;NOMBRE_SEDE_IRCA;NIVEL_RIESGO_IRCA;ESTUDIANTES_IRCAS;ESTUDIANTES_SEDESUESVALLE;ESTUDIANTES_MEN_REFERENCIA;ESTUDIANTES_ACTUAL_FINAL;FUENTE_MATRICULA_FINAL;ESTADO_COMPLEMENTO_MATRICULA;REQUIERE_VALIDACION_MATRICULA;MEN_METODO_CRUCE;MEN_SCORE_CRUCE
89;276246000447;EL CAIRO;I.E GILBERTO ALZATE SEDE RUFINO JOSE CUERVO;INVIABLE SANITARIAMENTE;17;17;24;17;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
90;276100000160;BOLIVAR;ESCUELA SAN JUAN BAUTISTA N. 24;INVIABLE SANITARIAMENTE;5;4;9;5;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
91;276233001053;DAGUA;I.E. MIGUEL ANTONIO CARO SEDE PAULO VI;ALTO;3;3;0;3;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
92;276041000517;ANSERMANUEVO;I.E JORGE ISAAC SEDE JOSE ACEVEDO Y GOMEZ;ALTO;4;4;11;4;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.935
93;276606000109;RESTREPO;I.E. JOSE FELIX RESTREPO SEDE POLICARPA SALAVARRIETA;INVIABLE SANITARIAMENTE;0;6;10;6;SEDESUESVALLE;COMPLEMENTADA_CON_SEDESUESVALLE;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
94;276233000553;DAGUA;I.E. SANTA TERESITA DEL NIÑO JESUS SEDE NUESTRA SEÑORA DE FATIMA;SIN RIESGO;56;0;0;56;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.942
95;276616000352;RIOFRIO;ESCUELA N. 11 POLICARPA SALAVARRIETA;ALTO;10;7;13;10;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
96;276616000280;RIOFRIO;CENTRO EDUCATIVO CENT DOC SANTAFE N.13;INVIABLE SANITARIAMENTE;45;50;0;45;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SIN_COINCIDENCIA_FUERTE;0.479
97;;EL DOVIO;I.E ACERG ROSA SARATE DE PEÑA;SIN RIESGO;6;0;7;6;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.982
98;276250000061;EL DOVIO;IE JOSE MARIA FALLA SEDE ELVIRA PEÑA;ALTO;12;12;0;12;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.98
99;276275000324;FLORIDA;I.E. JOSE MARIA CORDOBA SEDE MANUELA BELTRAN;SIN RIESGO;70;59;0;70;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
100;276563000274;PRADERA;I.E. MARCO FIDEL SUAREZ SEDE JOSE CELESTINO MUTIS;SIN RIESGO;8;4;0;8;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
101;276606000231;RESTREPO;I.E. TEODORO MUNERA HINCAPIE SEDE ANTONIO RICAURTE;INVIABLE SANITARIAMENTE;0;4;30;4;SEDESUESVALLE;COMPLEMENTADA_CON_SEDESUESVALLE;NO;COINCIDENCIA_NOMBRE_FUERTE;0.98
102;276020000193;ALCALA;I.E ARTURO GOMEZ JARAMILLO SEDE ATANASIO GIRARDOT;SIN RIESGO;5;5;0;5;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.935
103;276823000231;TORO;I.E TECNICO AGROPECUARIO TORO SEDE CAICEDO Y CUERVO;ALTO;27;27;0;27;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;POSIBLE_COINCIDENCIA_REVISAR;0.884
104;276845000196;ULLOA;I.E MARIA INMACULADA SEDE LASTENIA DURAN;ALTO;11;11;0;11;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
105;276845000048;ULLOA;I.E MARIA INMACULADA SEDE SANTA ELENA;ALTO;8;8;0;8;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
106;276845000170;ULLOA;I.E LA INMACULADA SEDE SANTA TERESA;ALTO;6;6;10;6;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
107;276845000129;ULLOA;I.E MARIA INMACULADA SEDE DOCE DE OCTUBRE;ALTO;7;7;0;7;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
108;276845000102;ULLOA;I.E MARÍA INMACULADA SEDE MARIA INMACULADA;ALTO;190;190;225;190;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
109;276020000045;ALCALA;I.E ARTURO GOMEZ JARAMILLO SEDE FRANCISCO DE PAULA SANTANDER;ALTO;14;14;0;14;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.947
110;276020000118;ALCALA;I.E ARTURO GOMEZ JARAMILLO SEDE CRISTOBAL COLON;MEDIO;12;12;0;12;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.932
111;276606000451;VIJES;I.E. 20 DE JULIO SEDE GUILLERMO VALENCIA;INVIABLE SANITARIAMENTE;11;11;0;11;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SIN_COINCIDENCIA_FUERTE;0.789
112;276869000294;VIJES;I.E. ANTONIO JOSE DE SUCRE SEDE VICTOR HUMBERTO BARRERA;INVIABLE SANITARIAMENTE;4;10;0;4;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.932
113;276869000201;VIJES;I.E. ANTONIO JOSE DE SUCRE SEDE MARIANO OSPINA PEREZ;INVIABLE SANITARIAMENTE;23;30;0;23;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
114;276606000435;RESTREPO;I.E. TEODORO MUNERA HINCAPIE SEDE ISABEL NAGETH ARIZA;ALTO;5;6;16;5;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.98
115;276890000121;YOTOCO;I.E. GABRIELA MISTRAL SEDE CAMILO TORRES;ALTO;2;6;0;2;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
116;276890000440;YOTOCO;I.E. GABRIELA MISTRAL SEDE  ARCELIA GIRON;INVIABLE SANITARIAMENTE;16;19;0;16;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
117;276306000166;GINEBRA;I.E. MANUELA BELTRAN SEDE JOAQUIN CAMILO TORRES;ALTO;19;19;0;19;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
118;276869000243;VIJES;I.E. ANTONIO JOSE DE SUCRE SEDE LA PEDRERA;ALTO;9;10;0;9;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
119;276869000073;VIJES;I.E. ANTONIO JOSE DE SUCRE SEDE JUAN JOSE RONDON;ALTO;8;8;0;8;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
120;276869000146;VIJES;I.E. ANTONIO JOSE DE SUCRE SEDE ATANASIO GIRARDOT;ALTO;53;53;0;53;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
121;276248000100;EL CERRITO;I.E. HERNANDO BORRERO CUADROS SEDE MANUELA BELTRAN;ALTO;19;19;0;19;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
122;276828000441;TRUJILLO;CONCENTRACION MANUEL MARIA MALLARINO FECOOP;ALTO;9;236;342;9;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
123;276845000021;ULLOA;I.E MARIA INMACULADA SEDE ESTHER ZORRILLA;ALTO;4;4;0;4;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
124;276233000219;DAGUA;I.E. EL PALMAR SEDE ALFREDO VASQUEZ COBO;ALTO;11;11;13;11;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
125;276233000472;DAGUA;I.E. EL PALMAR SEDE MARIO FERNANDEZ DE SOTO;MEDIO;27;27;29;27;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
126;276041001041;ANSERMANUEVO;I.E JORGE ISAAC SEDE MANUELA BELTRAN;SIN RIESGO;17;17;31;17;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
127;276041000371;ANSERMANUEVO;I.E JORGE ISAAC SEDE JORGE ISAAC;SIN RIESGO;127;127;117;127;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.9
128;276306000247;GINEBRA;I.E. MANUELA BELTRAN SEDE NUESTRA SEÑORA DEL CARMEN;ALTO;47;47;0;47;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
129;276306000409;GINEBRA;I.E. MANUELA BELTRAN SEDE ESTELIA QUINTERO;ALTO;9;9;352;9;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
130;276243000047;EL AGUILA;I.E JUSTINIANO ECHAVARRIA SEDE SEBASTIÁN DE BELARCAZAR;SIN RIESGO;6;9;11;6;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.913
131;276243000357;EL AGUILA;I.E JUSTINIANO ECHAVARRIA SEDE SANTA ISABEL;SIN RIESGO;59;53;87;59;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
132;276036000274;ANDALUCÍA;I.E. AGRICOLA CAMPOALEGRE SEDE SANTA MATILDE;SIN RIESGO;17;13;0;17;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
133;276036000207;ANDALUCÍA;I.E. AGRICOLA CAMPOALEGRE SEDE JOSE MARIA CORDOBA;ALTO;6;8;0;6;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
134;276736000437;SEVILLA;IE SANTA TERESITA SEDE LA MAGDALENA;INVIABLE SANITARIAMENTE;0;7;0;7;SEDESUESVALLE;COMPLEMENTADA_CON_SEDESUESVALLE;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.98
135;276823000125;TORO;I.E TECNICO AGROPECUARIO TORO SEDE CRISTOBAL COLON;INVIABLE SANITARIAMENTE;27;27;50;27;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
136;276863000381;VERSALLES;INSTITUCION EDUCATIVA HOLGUIN SARDI SEDE PROSPERO PINZON;INVIABLE SANITARIAMENTE;7;7;32;7;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
137;276318000153;GUACARÍ;I.E. GENERAL SANTANDER SEDE LOS LULOS;SIN RIESGO;6;6;0;6;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
138;276318000099;GUACARÍ;I.E. GENERAL SANTANDER SEDE GENERAL SANTANDER;SIN RIESGO;123;123;173;123;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
139;;SAN PEDRO;I. E JULIO CAICEDO TELLEZ PRINCIPAL;INVIABLE SANITARIAMENTE;80;0;76;80;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
140;276497000179;OBANDO;I.E SAN JOSE SEDE SAN JUAN BOSCO;INVIABLE SANITARIAMENTE;9;9;0;9;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
141;;OBANDO;I.E POLICARPA SALAVARRIETA BACHILLER;ALTO;34;0;84;34;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
142;;OBANDO;I.E POLICARPA SALAVARREITA SEDE PRIMARIA;ALTO;25;0;0;25;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SIN_COINCIDENCIA_FUERTE;0.759
143;276041000169;ANSERMANUEVO;I.E SANTA INES SEDE SAN JUAN BOSCO;INVIABLE SANITARIAMENTE;6;6;0;6;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
144;;ROLDANILLO;I.E RODRIGO LLOREDA CAICEDO SEDE FRANCISCO DE PAULA SANTANDER;MEDIO;8;0;0;8;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;POSIBLE_COINCIDENCIA_REVISAR;0.873
145;276497000063;OBANDO;I.E SAN JOSE SEDE ANTONIA SANTOS;INVIABLE SANITARIAMENTE;8;8;0;8;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
146;276890000288;YOTOCO;I.E. SAN JUAN BOSCO SEDE NUESTRA SEÑORA DEL CARMEN;ALTO;13;11;251;13;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
147;276100000283;BOLIVAR;ESCUELA CARTAGENA DE INDIAS N.14;SIN RIESGO;13;11;12;13;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
148;276122000465;CAICEDONIA;I.E RURAL CAICEDONIA SEDE ANTONIA SANTOS;INVIABLE SANITARIAMENTE;47;0;74;47;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
149;276606000265;RESTREPO;I.E JOSE ACEVEDO Y GOMEZ SEDE CRISTOBAL COLON;ALTO;8;8;0;8;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
150;276616000581;RIOFRIO;COLEGIO HERNANDO LLORENTE;SIN RIESGO;167;187;0;167;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SIN_COINCIDENCIA_FUERTE;0.694
151;276616000212;RIOFRIO;ESCUELA N. 6 JOSE MARIA CORDOBA;SIN RIESGO;95;100;110;95;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
152;276616000239;RIOFRIO;ESCUELA N. 7 MERCEDES ABREGO;SIN RIESGO;120;0;121;120;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
153;276845000056;ULLOA;I.E MARIA INMACULADA SEDE POLICARPA SALAVARRIETA;INVIABLE SANITARIAMENTE;11;11;0;11;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.933
154;276250000044;EL DOVIO;I.E JOSE MARIA FALLA SEDE BENJAMIN PEREA;INVIABLE SANITARIAMENTE;9;9;0;9;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
155;276250000371;EL DOVIO;I.E ACERG SEDE LUIS ZULUAGA;INVIABLE SANITARIAMENTE;6;6;8;6;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
156;276233000499;DAGUA;I.E. MIGUEL ANTONIO CARO SEDE MANUEL MEJIA;ALTO;17;17;0;17;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
157;276736000151;SEVILLA;I.E. JORGE ELIECER GAITAN SEDE SANTA ANA;MEDIO;5;4;0;5;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
158;176233000036;DAGUA;I.E. GIMNASIO DEL DAGUA SEDE ANTONIO RICAURTE;SIN RIESGO;191;191;0;191;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
159;176233001016;DAGUA;I.E. GIMNASIO DEL DAGUA SEDE INDALECIO LIEVANO AGUIRRE;SIN RIESGO;37;37;0;37;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
160;176233000061;DAGUA;I.E. GIMNASIO DEL DAGUA SEDE SANTA LUCIA;SIN RIESGO;260;260;0;260;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
161;176233000044;DAGUA;I.E. GIMNASIO DEL DAGUA SEDE ANTONIA SANTOS;SIN RIESGO;255;255;0;255;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
162;176233000656;DAGUA;I.E. GIMNASIO DEL DAGUA SEDE PRINCIPAL;SIN RIESGO;267;617;0;267;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
163;276246000145;EL CAIRO;IE LA PRESENTACION SEDE FRANCISCO DE PAULA SANTANDER;ALTO;6;6;0;6;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.98
164;276890000458;YOTOCO;I.E. SAN JUAN BOSCO SEDE CARLOS ALFONSO GIL;SIN RIESGO;14;13;0;14;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
165;276243000284;EL AGUILA;I.E JUSTINIANO ECHAVARRIA SEDE RICARDO NIETO;SIN RIESGO;8;9;11;8;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
166;276306000336;GINEBRA;I.E. DE DESARROLLO RURAL LA SELVA SEDE CONCENTRACION DE DESARROLLO RURAL LA SELVA;ALTO;95;0;139;95;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.955
167;276306000191;GINEBRA;I.E. DE DESARROLLO RURAL LA SELVA SEDE ANTONIO RICAURTE;ALTO;30;30;62;30;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.932
168;176054000023;ARGELIA;I.E GILBERTO ALZATE AVENDAÑO SEDE GILBERTO ALZATE AVENDAÑO;SIN RIESGO;151;151;355;151;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.937
169;176054000163;ARGELIA;I.E GILBERTO ALZATE AVENDAÑO SEDE FABIO MARTINEZ CIFUENTES;SIN RIESGO;169;169;0;169;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.937
170;;ARGELIA;I.E GILBERTO ALZATE AVENDAÑO SEDE MANUEL MEJIA VELEZ;SIN RIESGO;0;0;0;0;SIN_FUENTE;SIN_DATO_MATRICULA;SI;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
171;276828000905;TRUJILLO;ESCUELA N. 48 STA LUCIA;ALTO;6;6;0;6;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SIN_COINCIDENCIA_FUERTE;0.647
172;;OBANDO;I.E MARIA ANALIA ORTIZ HORMANZA BACHILLERATO;INVIABLE SANITARIAMENTE;66;0;0;66;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SIN_COINCIDENCIA_FUERTE;0.764
173;;OBANDO;I.E MARIA ANALIA ORTIZ HORMANZA SEDE PRIMARIA;INVIABLE SANITARIAMENTE;33;0;0;33;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SIN_COINCIDENCIA_FUERTE;0.778
174;;TORO;I.E TECNICA AGROPECUARIA NUESTRA SEÑORA DE FATIMA (PRIMARIA);INVIABLE SANITARIAMENTE;100;0;299;100;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
175;276823000061;TORO;IE AGROPECUARIA SEDE NUESTRA SEÑORA DE FATIMA;INVIABLE SANITARIAMENTE;207;207;299;207;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
176;176246000337;EL CAIRO;I.E LA PRESENTACION;SIN RIESGO;184;184;236;184;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
177;176246000027;EL CAIRO;I.E GILBERTO ALZATE AVENDAÑO SEDE GILBERTO ALZATE AVENDAÑO;SIN RIESGO;90;90;133;90;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.945
178;;EL CAIRO;I.E GILBERTO ALZATE AVENDAÑO SEDE CENTRO (PRIMARIA);SIN RIESGO;126;0;133;126;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
179;176246000311;EL CAIRO;I.E LA PRESENTACIÓN SEDE BOLIVARIANA;SIN RIESGO;79;79;0;79;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
180;276233000111;DAGUA;I.E. SAN PEDRO CLAVER SEDE GENERAL CARLOS ALBAN;SIN RIESGO;74;74;64;74;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.98
181;276248000169;EL CERRITO;I.E. SANTA ELENA SEDE LA HONDA;SIN RIESGO;13;13;9;13;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
182;276248000347;EL CERRITO;I.E. SANTA ELENA SEDE POLICARPA SALAVARRIETA;SIN RIESGO;36;36;0;36;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SIN_COINCIDENCIA_FUERTE;0.804
183;;ROLDANILLO;I.E RODRIGO LLOREDA CAICEDO-SEDE FRANCISCO JOSE DE CALDAS;ALTO;5;0;0;5;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;POSIBLE_COINCIDENCIA_REVISAR;0.851
184;;ROLDANILLO;I.E RODRIGO LLOREDA CAICEDO SEDE FRANCISCO JOSE DE CALDAS-FUNDACION PRODESARROLLO COMUNITARIO;ALTO;0;0;0;0;SIN_FUENTE;SIN_DATO_MATRICULA;SI;SIN_COINCIDENCIA_FUERTE;0.628
